Job Title,Company Name,Preferred Qualifications,Link to Job
Research Engineer I (Computer Science),Nanyang Technological University Singapore,"&lt;p&gt;&lt;/p&gt;Bachelor’s degree in Computer Science or equivalent.Strong proficiency in Python programming and a solid understanding of AI concepts.Willingness to learn and adapt to evolving challenges.Strong problem-solving and analytical skills.Ability to work independently or in a team with minimal supervision.Good communication, writing, and presentation skills.Experience in teaching or curriculum development is preferred but not required.&lt;p&gt;&lt;/p&gt;We regret that only shortlisted candidates will be notified.&lt;p&gt;&lt;/p&gt;Hiring Institution: NTU",https://sg.linkedin.com/jobs/view/research-engineer-i-computer-science-at-nanyang-technological-university-singapore-3720248278?refId=%2FE4%2BzCOqGECAckbO6S4NLg%3D%3D&trackingId=fKuje%2FnB5aCNqZtlS9m5vA%3D%3D&position=19&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer (Instruments),Illumina,"Experience in an object oriented programming language; C# preferredDemonstrated strong ability to design, develop, and maintain object-oriented multi-threaded .NET applicationsAble to write robust code that meets product",https://sg.linkedin.com/jobs/view/software-engineer-instruments-at-illumina-3673068481?refId=%2FE4%2BzCOqGECAckbO6S4NLg%3D%3D&trackingId=dZNPQoebTm7PQBOJjTgzyg%3D%3D&position=21&pageNum=22&trk=public_jobs_jserp-result_search-card
Engineer (Smart System Solutions – Smart Machine),PSA Singapore,"&lt;/p&gt;Degree in Electrical / Mechatronics / Computer / System EngineeringKeen interest in Electrical Drives, SCADA, HMI and PLC technologyKnowledge in Matlab modelling and programmingKnowledge in network technologies is preferred (Ethernet, TCP/IP, Modbus, Profibus, etc)Passionate about technology and innovationStrong skills in leadership, communication, teaming, analysis and problem-solving",https://sg.linkedin.com/jobs/view/engineer-smart-system-solutions-%E2%80%93-smart-machine-at-psa-singapore-3625565065?refId=%2FE4%2BzCOqGECAckbO6S4NLg%3D%3D&trackingId=AbbcUEKn%2B3p%2FHA4EAiqW6A%3D%3D&position=25&pageNum=22&trk=public_jobs_jserp-result_search-card
Blueprism Developer,Intellect Minds,"as part of change control processCreating and documenting test procedures and scenarios for the pre-UAT(User Acceptance Testing) phasesSupporting the Operational Teams during the UAT and rollout phasesProblem solving issues that arise in day to day running of Blue Prism processes and providing timely responses&lt;p&gt;&lt;/p&gt;Ideal Profile&lt;p&gt;&lt;/p&gt;Skills Required&lt;p&gt;&lt;/p&gt;You have strong Development knowledge in Blue prism with at least 2-3 years development experience.You have 1-year L3 Support exp. and more than 5 end to end processes developed by candidate.You have minimum 3 years of overall software development experiences along with good understanding of .NET &amp;amp; SQL.You have good understanding of Business Intelligence Tools like Tableau, Splunk, etc.You should have exposure to setting up RPA Environment end to end.Person should be able to explore new toolsExperience in PowerShell scripting, Office Development and Ctrl-M will be advantageous.Ability to work independently in end-to-end process from Env Setup to Production Rollout.Good communication skills and positive attitude.&lt;p&gt;&lt;/p&gt;What's on Offer?&lt;p&gt;&lt;/p&gt;Excellent career development opportunities",https://sg.linkedin.com/jobs/view/blueprism-developer-at-intellect-minds-3727069719?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=nbikx9QDjpR2iiMvVwSIzA%3D%3D&position=1&pageNum=24&trk=public_jobs_jserp-result_search-card
Test Development Engineer,PEOPLE PROFILERS,":&lt;p&gt;&lt;/p&gt; Degree/Diploma in Electrical &amp;amp; Electronics Engineering3 5 years of relevant experience in Contract Manufacturing (Tester Development)Able to plan / derive test steps, hardware and software from customer test plan Experience in NI LabVIEW, Test stand and NI instrumentsHands-on experience in hardware assembly and wire harnessing.Ability to read and understand documents such as Gerber file, assembly drawing, schematic, test procedure/specification and BOM.Candidate must be willing to travel occasionally&lt;p&gt;&lt;/p&gt;All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.&lt;p&gt;&lt;/p&gt;Please email your resume in a detailed MS Word format to joyce@peopleprofilers.com stating&lt;p&gt;&lt;/p&gt; Current Drawn Expecting Salary Date Available Reason to Leave each job:&lt;p&gt;&lt;/p&gt;We regret that only shortlisted candidates will be notified&lt;p&gt;&lt;/p&gt;Joyce Koh Ai Leng&lt;p&gt;&lt;/p&gt;People Profilers Pte Ltd&lt;p&gt;&lt;/p&gt;20 Cecil St, #08-09, PLUS Building, Singapore 049705&lt;p&gt;&lt;/p&gt;Tel: 6950 9737&lt;p&gt;&lt;/p&gt;www.peopleprofilers.com&lt;p&gt;&lt;/p&gt;EA License Number: 02C4944&lt;p&gt;&lt;/p&gt;EA Personnel Reg nos R1110618&lt;p&gt;&lt;/p&gt;Job Id",https://sg.linkedin.com/jobs/view/test-development-engineer-at-people-profilers-3715460700?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=sJfVsT2VqjJWd2hGCo4vDg%3D%3D&position=3&pageNum=24&trk=public_jobs_jserp-result_search-card
"Software Engineering Internship, Apple Services Engineering",Apple,"and translate them into practical engineering tasksExcellent debugging and critical thinking skillsExcellent analytical and problem-solving skillsAbility to work in a fast paced, team-based environmentStrong verbal and written communication skills and interpersonal skillsAble to commit 3 to 6 months for the internship (between Jan to May 2024) Description An internship with Apple Services Engineering team in Singapore would offer the opportunity to work in any of the following areas: • Software Engineering • Machine Learning • Data Science • DevOps • Production SupportIf computing at scale is your passion and inventing new algorithms is your flare, then we have several projects you would be interested in across our teams. Our teams push the boundaries of high performance, scalability and big data. At the same time we get to work with amazing designers that transform our work into easy-to-use features that are localized across the globe. Education &amp;amp; Experience Currently pursuing a Masters, or Bachelors degree in Computer Science, Data Science, Machine Learning, Human Computer Interaction, Natural Language Processing, Statistics, Mathematics, Science or related areas. Additional",https://sg.linkedin.com/jobs/view/software-engineering-internship-apple-services-engineering-at-apple-3689598975?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=LzjmHtNybcdXvVcCtV9UWw%3D%3D&position=4&pageNum=24&trk=public_jobs_jserp-result_search-card
Application Developer,Innergy Consulting Pte. Ltd.,"&lt;p&gt;&lt;/p&gt; Possession of a university degree in computer science, information systems, or a related field. Demonstrated hands-on experience of at least 3 years in active application development. Proficiency in crafting both web-based and windows-based applications. Competence in working with technologies such as ASP.Net, VB.Net, C#, Angular JS, Vue.js, and SQL Server (2012 or later). Familiarity with utilizing SQL Reporting Services for creating reports. Exposure to project development within an Agile Scrum Methodology framework. Understanding Azure technologies will be an advantage.&lt;p&gt;&lt;/p&gt;Others&lt;p&gt;&lt;/p&gt; MNC, good corporate culture and 5-day work week (town area). With AWS and variable bonus.&lt;p&gt;&lt;/p&gt;To apply, please send your CV to talentagent@innergy-consulting.com&lt;p&gt;&lt;/p&gt;We regret that only shortlisted candidates will be notified.",https://sg.linkedin.com/jobs/view/application-developer-at-innergy-consulting-pte-ltd-3734687597?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=u7IL%2BAB5FIUY2EHx4MjI%2FQ%3D%3D&position=11&pageNum=24&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - -DSC/EZ,ST Engineering,"Support the development of end-to-end specifications for solution components.Perform testing and implementation of the solution.Participate in impact analysis of encountered issues.Generate relevant documentations, reports etc.Contribute to continuous improvement of software development best practices.Involved in customer management, reporting project progressions to all stakeholders.&lt;p&gt; &lt;/p&gt;&lt;p&gt;",https://sg.linkedin.com/jobs/view/senior-software-engineer-dsc-ez-at-st-engineering-3629534293?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=6kYzbF0TGUcQPBTgjtddpg%3D%3D&position=13&pageNum=24&trk=public_jobs_jserp-result_search-card
Junior Software Developer,Flintex Consulting Pte Ltd,".  As part of a team, develops enterprise software solutions that meets client’s needs and perform as designed.",https://sg.linkedin.com/jobs/view/junior-software-developer-at-flintex-consulting-pte-ltd-3747338565?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=DgIZUPL27RkbpiRY0s3%2Bpg%3D%3D&position=15&pageNum=24&trk=public_jobs_jserp-result_search-card
Application Engineer,Sandvik,"regarding customer needs.Your ProfileUniversity Degree (B.S.) mechanical engineering or related technical degree5-10 years of successful experience using technical machining ability to support local sales.Strong ability and knowledge of cutting tools such as turning, boring and millingHave the relevant knowledge of CNC machines, such as control system, machine data.Successful experience in machining with cutting tool applications, design, machining processes, &amp;amp; programming experience. Experience solving practical problems &amp;amp; dealing with a variety of concrete variables in situations where only limited standardization exists. Ability to interpret a variety of instructions furnished in written, oral, diagram, or scheduled form.Able to speak proficiently in both English and Mandarin (to liaise with Mandarin speaking customers)Proven experience to successfully travel a significant amount of time.You will have a technical aptitude with good interpersonal skills and be able to communicate at variouslevels and a willingness to learn and work in a growing team.In return you will have the opportunity to work with a market leading national company, an attractivebase salary plus a generous Compensation scheme and the opportunity to work in a dynamic and trulyfriendly environment.Job Reference No: R0057900Int Ref: MTPlease note:&lt;em&gt;""Applicants will be matched against above key performance criteria and profile",https://sg.linkedin.com/jobs/view/application-engineer-at-sandvik-3731369444?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=KOrISgDG42uEMZMR5M4c%2BA%3D%3D&position=17&pageNum=24&trk=public_jobs_jserp-result_search-card
Full Stack Developer (Junior),Decision Science Agency Pte Ltd,"Bachelor’s Degree in Computer Science, Information Technology or other relevant qualifications We are hiring all levels of experiences of Full-stack developer:1-2 years of programming experience : Junior3-5 years of programming experience : MidMinimum 6 years of programming experience: SeniorMinimum 10 years of programming experience: Technical Lead Proficient in both front-end and back-end development, including the database and deployment process to different environment (SIT/UAT/Production) with excellent knowledge in some main programming languages Solid understanding of object-oriented programming and fundamental design principles behind a scalable application on the cloud (AWS/Azure) Comprehensive experience and knowledge of modern development tools and technologies: Redis, Docker, Kubernetes, Infrastructure-as-code Hands-on experience on server setup and maintenance, DevOps, and experience working with Cloud Infrastructure (AWS/Azure) will be an advantage Hands-on experience with CMS platforms (ex: Adobe Experience Manager, Jahia, Sitefinity, Sitecore, Sharepoint, etc.) will be an advantage Following certifications will be highly considered: Azure Developer (Associate), Azure Solutions Architect (Expert), Azure DevOps Engineer (Expert), AWS Developer (Associate), AWS Solutions Architect (Professional), AWS DevOps Engineer (Professional) English-speaking with good communication and teamwork skills Ability to work within a fast-paced agile development environment Candidates with extensive experience, excellent communications skills and good certifications will be considered for Team Lead/Technical Architect roleRequired Technology Stack: familiar with at least 1-2 technologies on each area Front-end: React JS, Angular, HTML/CSS Back-end: Java Spring framework, .NET framework, .NET core Middleware: NodeJS, Nginx, Tomcat, WebLogic, IIS Database: MS SQL Server, PostgreSQL, MySQL, Azure SQL Database, Azure Database for PostgreSQL, Azure Database for MySQL, Amazon RDS (MS SQL/PostgreSQL/MySQL), Amazon Aurora (PostgreSQL/MySQL) OS: Windows Server, Linux Server IDE/CLI: Visual Studio 2019, npm, maven, nuget CI/CD: Bitbucket/Gitlab, Bamboo/Jenkins, SonarQube (code quality inspection), Robot Framework (test automation) Cloud Infrastructure: AWS, Azure Infrastructure-as-Code: Terraform, Puppet, Ansible CMS Platform: AEM, Jahia, Sitecore, Sitefinity SharePointNOTICEWe regret to inform you that only shortlisted candidates will be notified. All applications will be treated with the strictest confidence.By submitting any application or resume to us, you will be deemed to have read and agreed to the terms of our Privacy Policy, and consented to us collecting, using, retaining, and disclosing your personal information to prospective employers for their consideration.Consequences of Not Providing Personal Data for Transaction/Service/ApplicationPlease be noted that should you not consent and provide us with the relevant personal data to fulfil the “Purposes” of collection, use and disclosure of your personal data by Decision Science Agency Pte Ltd, it may hinder our ability to continue to interact with you. We may not be able to make a decision on your recruitment and employment or comply with the law and therefore, we may not be able to make an offer of employment.You may refer to and access our website https://www.decision-science.com/#privacy-policy for more information.",https://sg.linkedin.com/jobs/view/full-stack-developer-junior-at-decision-science-agency-pte-ltd-3737775712?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=kG91j0J2ajwkJrofLzMMCg%3D%3D&position=18&pageNum=24&trk=public_jobs_jserp-result_search-card
Mobile Applications Software Engineer,Doodle Labs,"&lt;p&gt;&lt;/p&gt;Candidate must possess at least a bachelor’s degree, Post Graduate Diploma or Professional Degree in Electrical Engineering or Computer Science or equivalent.At least 4 year working experience developing and launching mobile applications for Android and iOS.Ability to work collaboratively in a team environment.Strong communication skills and ability to engage with a cross-functional team.Hardworking, Smart working, committed, and fast learner in tight deadline environment.",https://sg.linkedin.com/jobs/view/mobile-applications-software-engineer-at-doodle-labs-3732359164?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=VfDc8L4g6O9QMSF40eBOKQ%3D%3D&position=21&pageNum=24&trk=public_jobs_jserp-result_search-card
Software Engineer – Backend,Padlet,"of services. Improving how we work. E.g. improving our internationalization tooling we use to translate our app into 40+ languages. QualificationsAt some point in your life, someone has told you: “you write good code.”You know how to copy-paste code from Stack Overflow. Bonus: you have a good sense of humor. About PadletVision: Every child in the world will grow up with Mickey Mouse and Padlet. Product: We are making the default way of collecting and sharing thoughts on the Internet. People love the product. Impact: We have over 50 million active users making Padlet one of the most used apps on the planet. Our goal is to be THE the most used app on the planet. Money: We are venture backed AND profitable. We are built to last one hundred years. Badassery: We are 36 people (plus a baby crane that we've adopted but it doesn't really do much). That's over a million active users per employee. Some badass people work here. Tech stackBackend: Ruby (Rails), Typescript, Elixir (Phoenix), and Python. Storage: Postgres, Redis, Elasticsearch, Firestore, and Snowflake. Web: VueJS, Tailwind. Mobile apps: React Native (with Swift and Java where necessary.)Joys of engineering at PadletWe have very few meetings. We value keeping you in flow. A lot of people use Padlet. We have to solve interesting real-time collaboration problems. Our users are in over 200 countries, using all kinds of devices and connections, and speaking over 40 languages. We have to solve interesting internationalization problems. We like to craft delightful user experiences. They’re satisfying to build. We try to solve problems creatively instead of just throwing money at them. We are engineers! We thrive in constraints, not in the absence of them. We ship often. We value beautiful code. Sorrows of engineering at PadletWe grew pretty fast last year and our processes are still catching up. E.g. we don't have 100% code coverage yet. Our deployment process isn't as painless as it could be. This sometimes leads to spending time on things that aren't the most fun. We’re working on it!Our project management process could be better. This sometimes leads to re-speccing in the middle of development, getting in the way of programming flow. We’re working on it!Some people you‘d be working withLinh Nguyen: At any given point, no one really knows where Linh is. We learn of his existence through pull requests and code reviews. Frontend maestro. Brian Koh: Only human we know who has impulsive urges to exercise. When he does, he doesn't care about outfits. We've seen him running in boots, tight jeans, and leather jackets. Exceptional engineer and even better mentor. BenefitsTop tier medical insurance for you and your family. Good stock options. Catered lunches and dinners. 20 vacation days. Plus sickness and bereavement days for when life happens. All the gadgetry you need, including a new phone every year. Special time to joinBecause we're small, there's a lot of energy. And because we have tremendous traction, your first commit touches millions. This combination is rare and quite satisfying.",https://sg.linkedin.com/jobs/view/software-engineer-%E2%80%93-backend-at-padlet-3696161433?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=8jcs7CZqTghFdPFYguL9Dw%3D%3D&position=22&pageNum=24&trk=public_jobs_jserp-result_search-card
Developer Success Engineer (Blockchain),Austin Werner,".Experience with Docker and understanding of node operations, specifically related to Verifier nodes.&lt;p&gt;&lt;/p&gt;&lt;p&gt;",https://sg.linkedin.com/jobs/view/developer-success-engineer-blockchain-at-austin-werner-3734720847?refId=tKhUCysTf0Y2Hn1IhB8Pdw%3D%3D&trackingId=%2F6y7fe9dYMlSFej5wZu7fw%3D%3D&position=24&pageNum=24&trk=public_jobs_jserp-result_search-card
Solutions Engineer,Lloyd's Register,and objectivesFrequent travel to customer sites and industry eventsStay up to date with industry trends and best practices including competitive differentiation and positioningLiaise with Marketing &amp;amp; Product Teams to help define development priorities and marketing collateral based on market,https://sg.linkedin.com/jobs/view/solutions-engineer-at-lloyd-s-register-3729487557?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=aCQxac%2FSU7iUgrecFkV0Hg%3D%3D&position=1&pageNum=26&trk=public_jobs_jserp-result_search-card
Developer & Build,RAPSYS TECHNOLOGIES PTE LTD,"into stable, working, high performance software Ensure that software packages and programs are well documented and has reasonable test coverage Collaborate closely with other internal technical teams/business users in investigating, testing and deployments Responsible for handling Release Management, raising Change Request and scheduling for the implementation of fixes and enhancements. Root cause analysis, management communication and client relationship management in partnership with Infrastructure Service Support team members. Ensures all production changes are made in accordance with life-cycle methodology and risk guidelines Application Support, Deployment of Release, patches &amp;amp; fixes on Platform Analyze application performance, perform tuning and ensure high availability &amp;amp; stability of platform. Very strong Database knowledge (DDL+DML) Strong Programming language like C++, Java, Python (any) Setup of Flexera Data Platform within the bankExperience with the process to setup applicationWork with stakeholders for integrationObtain and confirmation requirement with StakeholdersProvide/Communicate Governance Report to Stakeholders",https://sg.linkedin.com/jobs/view/developer-build-at-rapsys-technologies-pte-ltd-3749795794?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=XKe67nR5h4OcucUhRNgYsw%3D%3D&position=3&pageNum=26&trk=public_jobs_jserp-result_search-card
LEAD/ENGINEER (PROGRAMME MANAGEMENT CENTRE),HTX (Home Team Science & Technology Agency),"papers for projects, and ensure timely delivery of projects within the committed schedule and budget, ensuring project issues are timely resolved or escalated to management for attention.Provide regular updates to MHA/HTX management on the project progress, highlighting project milestones, issues and expenditure.Ensure projects are implemented based on the approved project plan that meets all identified operational needs, within agreed parameters of cost, duration and quality.Identify potential project risks early and assess its implications to the organisation and project, and to recommend mitigating measures to manage the risks and minimise project delay. Risk AssessmentEffectively engage and manage all relevant stakeholders to deliver system.Ensure proper integration and testing of all hardware and software components so the system is delivered according to contractual",https://sg.linkedin.com/jobs/view/lead-engineer-programme-management-centre-at-htx-home-team-science-technology-agency-3744548059?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=zBoh6hCX5eXktDAUqe0hJQ%3D%3D&position=4&pageNum=26&trk=public_jobs_jserp-result_search-card
Engineer,Power Automation Pte Ltd,"Diploma/Degree in Electrical/Electronic/Computer/Software Engineering from a recognised Polytechnic/UniversityPreferably have some working experiences in executing /maintaining of SCADA and Substation Automation System.Strong software skills.Knowledge of UNIX OS and C, C++, Java programming language.Carrying out project works at night including standby duties are required.Possession of team spirit, good communication and organizing skills.",https://sg.linkedin.com/jobs/view/engineer-at-power-automation-pte-ltd-3744560448?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=M5tuYFJNWGYLGbJvCmbnHw%3D%3D&position=8&pageNum=26&trk=public_jobs_jserp-result_search-card
"Engineer/Lead Engineer, Cloud Adoption, xCloud",HTX (Home Team Science & Technology Agency),are being adhered to.&lt;p&gt;&lt;/p&gt;&lt;p&gt;,https://sg.linkedin.com/jobs/view/engineer-lead-engineer-cloud-adoption-xcloud-at-htx-home-team-science-technology-agency-3741217509?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=i1FH%2BE9UcpvLffH%2BM3V6Tg%3D%3D&position=9&pageNum=26&trk=public_jobs_jserp-result_search-card
Software Engineer (Front-End) - HC047,Activate Interactive,"What are we looking for?3 - 5 years of relevant experienceProficient in JavaScript &amp;amp; TypeScript Experience in frontend technologies (HTML &amp;amp; CSS etc) as well as any web framework (React Preferred), understand their design principles and application scenarios; and have good practise and understanding of common web compilation and bundling frameworks, including Webpack/Rollup/Babel/ASTFamiliar with various front-end related debugging and testing tools, and have independent problem-solving skills;Contribute in technical discussions and solutioning sessionsPossess good coding and documentation habits, pay attention to code style, familiar with basic design patterns and principles, and continuously focus and optimize projectsAutonomy to drive the direction of the productChance to work on creating developer tooling systems from the ground up, from research all the way to implementationChance to work with different development teams while enabling them to be more productive at the same timeExcellent teamwork and communication skills; communicating technically complex ideas to non-technical people effectively is a plusHaving a growth mindset and willing to share knowledge to grow together with the teamEnjoy making data driven decisions Understand that problems can be solved in different ways, sometimes not with engineering; understand how these solutions can and should be evaluatedWilling to learn and own fullstackIf would be a plus if you have:Experience in fullstack or backend JavaScript (Node.js)/TypeScript or other backend frameworksExperience with automated testingExperience with deployments cloud infrastructure such as AWS, Azure, or Google CloudBenefitsWhat do we offer in return?Fun working environmentEmployee Wellness ProgramDoes it sound like something you are interested in exploring further? Please be in touch with our team for an initial chat at chi@acitvate.sgActivate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, gender, sexuality, national origin, age, disability, marital status or any other characteristics protected by law.Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd.Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd’s recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes.Please consult our Privacy Notice (https://www.activate.sg/privacy-policy) to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",https://sg.linkedin.com/jobs/view/software-engineer-front-end-hc047-at-activate-interactive-3736911139?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=Mc6FtopgDkP5ypwrf0VKEA%3D%3D&position=11&pageNum=26&trk=public_jobs_jserp-result_search-card
Software Engineer(Web Development and RPA),Exyte,"and deliver innovative automation solutions. Collaborate with cross-functional teams to prioritize critical areas for improvement across the business. Continuously enhance existing automation processes, ensuring increased efficiency and accuracy. Create and maintain comprehensive technical documentation, including workflows, design specifications, and test plans. Conduct thorough end-to-end testing, promptly resolving issues, and providing exceptional end-user support. &lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;u&gt;",https://sg.linkedin.com/jobs/view/software-engineer-web-development-and-rpa-at-exyte-3672985859?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=9bvQ%2FqIK1zHksAsgI75DYw%3D%3D&position=17&pageNum=26&trk=public_jobs_jserp-result_search-card
Project Engineer,Power Automation Pte Ltd,"Minimum Diploma in Computing/Software/Electrical/Electronics Engineering.Knowledge of Unix OS and C, C++, Java &amp;amp; Web programming languages is preferredPreferably to have some working experiences in executing / maintaining of web-based monitoring and control system.",https://sg.linkedin.com/jobs/view/project-engineer-at-power-automation-pte-ltd-3744571180?refId=Tl9h20hI7orzoGJPDz2EVQ%3D%3D&trackingId=GzJYbNdhdLfJqZzznE0P%2Fg%3D%3D&position=19&pageNum=26&trk=public_jobs_jserp-result_search-card
Senior Vision Software Engineer (Semiconductor Industry) - JJ,RK Recruitment Pte Ltd,"Relevant experience with computer vision and image processingKnowledge of computer graphics, GUI design, and 3D vision techniquesProficient in Windows programming and the C++ programming languagePlease submit your updated resume by using the APPLY NOW BUTTONBy submitting your personal data and/or resume to us in connection with your job application, you will be deemed to have agreed and consented to us in collecting, using, retaining, and disclosing your personal data and/or resume to prospective employers for the purpose of the evaluating, processing and administration by the company relating to this job application.We regret to inform that only shortlisted candidates would be notified*We wish you all the best in your career search.You are welcome to visit our website at www.rkgroup.sgRK Recruitment Pte Ltd | EA License No.: 20C0280 Tai Jin Jin | EA Personnel No.: R23116259",https://sg.linkedin.com/jobs/view/senior-vision-software-engineer-semiconductor-industry-jj-at-rk-recruitment-pte-ltd-3736528947?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=NwkY2NQM7UAmNkQ1ULKAaQ%3D%3D&position=1&pageNum=28&trk=public_jobs_jserp-result_search-card
Software Engineer,Monstyr Pte. Ltd.,"gathering and analysis to development, testing and deployment. We are building a public facing web/mobile app, and you will get to work across the stack from frontend to backend.&lt;p&gt;&lt;/p&gt;There will be lots of challenges, lots to learn and lots to gain. We are a start-up in the early stage, so you will gain invaluable experience on the creation of a product from an idea to reality while you learn new technologies.&lt;p&gt;&lt;/p&gt;We are seeking someone who has at least 1 year of working experience in one or more of the following:&lt;p&gt;&lt;/p&gt; JavaScript ES6 Nodejs Reactjs Redux CSS Postgresql&lt;p&gt;&lt;/p&gt;It will be great if you also have experience in:&lt;p&gt;&lt;/p&gt; React Native Sequelize AWS Cloud Services (S3, Lambda)&lt;p&gt;&lt;/p&gt;We are looking for a team player who is a self-starter, who can research and solve problems independently and who is interested in building products that will be used by the masses.&lt;p&gt;&lt;/p&gt; Candidate must be comfortable to communicate and write in English Please indicate your expected salary in your resume or application.&lt;p&gt;&lt;/p&gt;If what we have described above fits you, we would like to hear from you.",https://sg.linkedin.com/jobs/view/software-engineer-at-monstyr-pte-ltd-3675715821?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=tNqMptPwlUFY2wQEW3BL9g%3D%3D&position=4&pageNum=28&trk=public_jobs_jserp-result_search-card
Service Engineer,Daikin Airconditioning (Singapore) Pte. Ltd.,":&lt;/p&gt;Diploma/Degree in Mechanical EngineeringMinimum 2 years of technical experience with knowledge in air-conditioning, chiller, ACMV or HVAC systemsResourceful with good analytical and interpersonal skillsStrong communication skillsGood team player with ability to lead and multi-taskPossess Class 3 driving license will be an added advantage",https://sg.linkedin.com/jobs/view/service-engineer-at-daikin-airconditioning-singapore-pte-ltd-3738142694?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=V5GM%2B975MGbAACuDBNdlEg%3D%3D&position=6&pageNum=28&trk=public_jobs_jserp-result_search-card
Software Engineer,User Experience Researchers Pte Ltd (Singapore),".Identify and apply innovative technologies to update existing applicationsoftware.Create and maintain documentation for software installations, changes andupgrades.Conduct testing and evaluation for designs, prototypes and productsEvaluate system architecture and make recommendations as required.Design and develop desktop and tablet-based GIS web applicationsCollaborate with back-end developers and web designers to improve usabilityGet feedback from, and build solutions for, users and customersWrite functional requirement documents and guidesCreate quality mockups and prototypesStay up-to-date on emerging technologies",https://sg.linkedin.com/jobs/view/software-engineer-at-user-experience-researchers-pte-ltd-singapore-3740351565?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=3MWwUByYgurAFwV4qi4eXw%3D%3D&position=7&pageNum=28&trk=public_jobs_jserp-result_search-card
"Backend Engineer (Machine Learning Systems), Inference Service - 2024 Start",TikTok,"carefully to solve challenging problems- Participate in design reviews and code reviews- Collaborate with fellow engineers, product managers, and business owners in the team to ensure timely delivery of business",https://sg.linkedin.com/jobs/view/backend-engineer-machine-learning-systems-inference-service-2024-start-at-tiktok-3681750814?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=FQ0yPjTnlGyNKh5b1uUyWQ%3D%3D&position=12&pageNum=28&trk=public_jobs_jserp-result_search-card
Research Engineer (Assistive and Rehabilitation Robotics) 1 1,National University of Singapore,"Candidate possess at least a bachelor degree in Mechanical Engineering, Electrical engineering, Computer Science, Biomedical Engineering, nursing or rehabilitation therapy.The candidates should have expertise and practical experience and track record in at least one of the following technical areas: Robot mechanisms and actuators design. Robotic arm, robotic hand and end effectors, mobile platforms, kinematics and dynamics modeling and analysis. Practical experience with design for manufacturing. Hardware and software development with embedded system, real-time control, and ROS. VR/AR software development. Intelligent control system design for robotics systems. Wearable robotics, exoskeletons, and rehabilitation robots. Human biomechanics, human sensory motor control, neuroscience, neuro-rehabilitation, physical therapy, or nursing. Intelligent sensing and machine learning, including visual and tactile, for robot manipulation and grasping Design and control for physical human robot interaction Strong written and spoken communication. Open to fixed-term contractMore InformationLocation: Kent Ridge CampusOrganization: College of Design and EngineeringDepartment : Biomedical EngineeringEmployee Referral Eligible: NoJob requisition ID : 21316",https://sg.linkedin.com/jobs/view/research-engineer-assistive-and-rehabilitation-robotics-1-1-at-national-university-of-singapore-3662189093?refId=%2BI4ju1KSK3IPDxCzl7rdzg%3D%3D&trackingId=q%2BGeTfAyxEnIzaVD40M4Cw%3D%3D&position=17&pageNum=28&trk=public_jobs_jserp-result_search-card
